split_regime,fold_id,feature_group,accumulator,threshold_source,clean_result,official_claim_allowed,stopping_policy,coverage,undecided_rate,mean_words_to_decision,median_words_to_decision,mean_texts_to_decision,mean_evidence_cost,earliness_score,group_specific_coverage,AUROC,PR-AUC,BA,macro_F1,Brier,sensitivity,specificity,FPR,FNR,ECE,calibration_slope,calibration_intercept
unseen_reader_and_text,2,all_allowed_online,reliability_weighted_probability,fixed_0_5,True,False,fixed_0_5_at_each_prefix,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,reliability_weighted_probability,inner_oof,True,False,two_sided_confidence_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,reliability_weighted_probability,inner_oof,True,False,inner_cv_balanced_accuracy_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.016637460042027798,1.0,1.0,0.0,0.0,0.08803720187275137,,
unseen_reader_and_text,2,all_allowed_online,reliability_weighted_probability,inner_oof,True,False,cost_sensitive_online_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,reliability_weighted_probability,inner_oof,True,False,target_sensitivity_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.016637460042027798,1.0,1.0,0.0,0.0,0.08803720187275137,,
unseen_reader_and_text,2,all_allowed_online,reliability_weighted_probability,inner_oof,True,False,target_specificity_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.016637460042027798,1.0,1.0,0.0,0.0,0.08803720187275137,,
unseen_reader_and_text,2,all_allowed_online,reliability_weighted_probability,inner_oof,True,False,coverage_constrained_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,uncertainty_weighted_logit,fixed_0_5,True,False,no_stop_all_evidence,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,1.2759863918217118e-07,1.0,1.0,0.0,0.0,0.0002483347465764561,,
unseen_reader_and_text,2,all_allowed_online,uncertainty_weighted_logit,fixed_0_5,True,False,fixed_0_5_at_each_prefix,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,uncertainty_weighted_logit,inner_oof,True,False,two_sided_confidence_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
