split_regime,feature_group,accumulator,prefix_type,prefix_value,n_readers,n_probability_rows,probability_variance,improvement_over_simple_mean_AUROC,improvement_over_single_trial_d3_lite_AUROC,AUROC,PR-AUC,BA,macro_F1,Brier,sensitivity,specificity,FPR,FNR,ECE,calibration_slope,calibration_intercept,simple_mean_AUROC,d3_lite_trial_AUROC
text_balanced_unseen_reader,all_allowed_online,logit_mean,trial_or_text_prefix,3,43,43,0.1311351499523701,-1.1102230246251565e-16,,0.7969696969696969,0.5338314536340852,0.7136363636363636,0.6692307692307693,0.19543207237075838,0.7,0.7272727272727273,0.2727272727272727,0.3,0.20314643043533911,0.050839424476837196,0.3269895816209181,0.796969696969697,
text_balanced_unseen_reader,all_allowed_online,logit_mean,trial_or_text_prefix,all,57,57,0.16169494767653061,0.011080332409972193,,0.9072022160664819,0.8509156461902805,0.7894736842105263,0.7738095238095238,0.13832921138352805,0.7894736842105263,0.7894736842105263,0.21052631578947367,0.21052631578947367,0.10573539503751095,0.06539080139025642,0.3796282857267703,0.8961218836565097,
text_balanced_unseen_reader,all_allowed_online,logit_mean,word_count_prefix,100,57,57,0.15136785101723865,0.008310249307479145,,0.7506925207756232,0.5728791990099283,0.7105263157894737,0.6984126984126984,0.2304909019867142,0.6842105263157895,0.7368421052631579,0.2631578947368421,0.3157894736842105,0.22455637384901064,0.03982968833482815,0.3597522549435978,0.7423822714681441,
text_balanced_unseen_reader,all_allowed_online,logit_mean,word_count_prefix,1000,57,57,0.1641417305973854,-0.0041551246537396835,,0.8614958448753463,0.7766878100858183,0.7763157894736843,0.7572879135276778,0.17359320368989775,0.7894736842105263,0.7631578947368421,0.23684210526315788,0.21052631578947367,0.16069306491500485,0.0586162603964044,0.3747001878451339,0.8656509695290859,
text_balanced_unseen_reader,all_allowed_online,logit_mean,word_count_prefix,250,57,57,0.16443127670847568,-0.0041551246537395725,,0.8019390581717452,0.6862602905938411,0.6973684210526316,0.6826072715361939,0.21918046794449758,0.6842105263157895,0.7105263157894737,0.2894736842105263,0.3157894736842105,0.22899513565989094,0.05036220621188905,0.36516532573283705,0.8060941828254847,
text_balanced_unseen_reader,all_allowed_online,logit_mean,word_count_prefix,50,57,57,0.14152170541321296,0.0,,0.7188365650969529,0.508264181995358,0.6973684210526316,0.6998946998947,0.24167487890099185,0.5789473684210527,0.8157894736842105,0.18421052631578946,0.42105263157894735,0.21671921224719023,0.027954265160587084,0.3544626794445688,0.7188365650969529,
text_balanced_unseen_reader,all_allowed_online,logit_mean,word_count_prefix,500,57,57,0.16689824454814514,-0.008310249307479256,,0.8393351800554016,0.735761776992782,0.75,0.7246376811594203,0.19501706780442266,0.7894736842105263,0.7105263157894737,0.2894736842105263,0.21052631578947367,0.19762496474808708,0.05596282480710695,0.3700811518811789,0.8476454293628809,
text_balanced_unseen_reader,all_allowed_online,logit_mean,word_count_prefix,all,57,57,0.1602719924549757,0.006925207756232621,,0.889196675900277,0.824284187979875,0.763157894736842,0.7524223187437353,0.15066408491437344,0.7368421052631579,0.7894736842105263,0.21052631578947367,0.2631578947368421,0.16132075984783828,0.0642819956657065,0.37847515333962495,0.8822714681440443,
text_balanced_unseen_reader,all_allowed_online,mean_probability,chronological_prefix,100,57,57,0.1339743683859699,0.0,,0.7659279778393352,0.6245295682364223,0.6842105263157895,0.6668831168831169,0.2145138090894417,0.6842105263157895,0.6842105263157895,0.3157894736842105,0.3157894736842105,0.23362397218844594,0.050397598913229195,0.36507184275461396,0.7659279778393352,
text_balanced_unseen_reader,all_allowed_online,mean_probability,chronological_prefix,1000,57,57,0.1218928511614025,0.0,,0.868421052631579,0.7930017718348124,0.7894736842105263,0.7738095238095238,0.15338826177325696,0.7894736842105263,0.7894736842105263,0.21052631578947367,0.21052631578947367,0.13649908199855063,0.08010393386303596,0.3895516011459001,0.868421052631579,
text_balanced_unseen_reader,all_allowed_online,mean_probability,chronological_prefix,250,57,57,0.1328176518854639,0.0,,0.8337950138504155,0.7487532097624865,0.7236842105263158,0.71433344470431,0.18511766051107234,0.6842105263157895,0.7631578947368421,0.23684210526315788,0.3157894736842105,0.18407024037262468,0.07350617418804736,0.37958066782712147,0.8337950138504155,
text_balanced_unseen_reader,all_allowed_online,mean_probability,chronological_prefix,50,57,57,0.14152170541321296,0.0,,0.7188365650969529,0.508264181995358,0.6973684210526316,0.6998946998947,0.24167487890099185,0.5789473684210527,0.8157894736842105,0.18421052631578946,0.42105263157894735,0.21671921224719023,0.027954265160587084,0.3544626794445688,0.7188365650969529,
