source_name,candidate_id,model_name,feature_group,model,evaluation_level,split_regime,threshold,BA,macro_F1,false_positive,false_negative,true_positive,true_negative,near_threshold_errors,confidently_wrong_errors
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.06,0.5012558306422676,0.18029859998692477,2780,0,767,7,2,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.07,0.5012558306422676,0.18029859998692477,2780,0,767,7,3,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.08,0.5012558306422676,0.18029859998692477,2780,0,767,7,6,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.09,0.5014352350197345,0.18069670800139528,2779,0,767,8,7,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.1,0.5016146393972013,0.18109457985301028,2778,0,767,9,10,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.11,0.5009627489148023,0.18090272516689726,2778,1,766,9,17,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.12,0.5011421532922692,0.18130019951274443,2777,1,766,10,21,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.13,0.5016803664246696,0.18249121118059017,2774,1,766,13,20,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.14,0.5020391751796032,0.18328404567364567,2772,1,766,15,24,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.15,0.5027567926894705,0.18486690902199443,2768,1,766,19,40,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.16,0.5031813284718724,0.18703971658111068,2762,2,765,25,47,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.17,0.5040783503592063,0.18900532649457338,2757,2,765,30,55,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.18,0.50443715911414,0.1897899612746449,2755,2,765,32,68,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.19,0.504209804414143,0.19174499811693912,2749,4,763,38,90,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.2,0.5071460014810802,0.19930813412111772,2729,5,762,58,98,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.21,0.5075225869409519,0.20369823843116042,2716,8,759,71,119,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.22,0.5078991724008235,0.20803899589895405,2703,11,756,84,149,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.23,0.5092864570980278,0.21328964502305423,2688,13,754,99,177,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.24,0.5126471899473669,0.22256711936561735,2662,15,752,125,203,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.25,0.5155354366917739,0.2318418980086125,2635,18,749,152,237,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.26,0.518668814841116,0.24252173662401416,2603,22,745,184,263,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.27,0.5232374280101926,0.25577615694811884,2563,26,741,224,287,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.28,0.5266816645919381,0.2685814426024914,2522,32,735,265,316,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.29,0.5327512398082174,0.28494142257835997,2470,37,730,317,336,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.3,0.5407285361491634,0.30331642311864265,2411,41,726,376,372,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.31,0.545087571323181,0.319231952166728,2354,50,717,433,397,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.32,0.5485673613148025,0.3356315346460124,2291,62,705,496,440,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.33,0.5512815834740266,0.35170638027155743,2225,76,691,562,472,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.34,0.556489690212848,0.36876014321557204,2156,87,680,631,511,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.35000000000000003,0.5629234539763448,0.3906477250093944,2062,103,664,725,523,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.36,0.5715224671820975,0.4092450196675549,1985,111,656,802,541,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.37,0.5806295199026585,0.43118426959871525,1887,124,643,900,533,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.38,0.5909088995330808,0.4514458365122703,1797,133,634,990,528,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.39,0.6033411316931049,0.4740361724206742,1695,142,625,1092,517,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.4,0.6104267859390007,0.49200253025821317,1601,157,610,1186,506,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.41000000000000003,0.6217825918342238,0.5119044673960347,1505,166,601,1282,492,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.42,0.6260155527455887,0.5265267895711996,1416,184,583,1371,506,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.43,0.6297760275520214,0.5405103216075822,1326,203,564,1461,499,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.44,0.6334228250084557,0.5543272755334336,1233,223,544,1554,503,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.45,0.6400182164444812,0.5684271411245151,1149,236,531,1638,485,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.46,0.6330375851001273,0.5734590655807972,1068,269,498,1719,481,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.47000000000000003,0.6349738425142997,0.5854261283110502,970,293,474,1817,440,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.48,0.6350325524213978,0.593110678391722,897,313,454,1890,426,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.49,0.6328602858587715,0.6001907830853984,811,340,427,1976,396,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.5,0.6339776453257324,0.6075277884862503,743,357,410,2044,377,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.51,0.631100158165893,0.6102492881009991,690,376,391,2097,350,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.52,0.6252563003215245,0.6101404742670976,639,399,368,2148,338,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.53,0.6252315064962162,0.6149730247128438,581,415,352,2206,304,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.54,0.6242439637561055,0.618088173265274,532,430,337,2255,268,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.55,0.6199312415765318,0.6177525040815426,487,449,318,2300,251,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.56,0.6186328404040178,0.6194695425310532,447,462,305,2340,230,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.5700000000000001,0.6192901106787005,0.6228775312840616,407,472,295,2380,208,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.58,0.6177945284237817,0.6233291197812055,379,482,285,2408,198,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.59,0.6151088425540634,0.6222865915440293,354,493,274,2433,185,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.6,0.611298780097014,0.619981353157655,328,506,261,2459,171,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.61,0.6066574227800988,0.6164889172277512,303,520,247,2484,164,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.62,0.6063519441399794,0.6176896980964889,272,529,238,2515,148,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.63,0.6041387443751932,0.6163342681505777,248,539,228,2539,135,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.64,0.6017940905554705,0.6143355383314312,232,547,220,2555,122,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.65,0.5985044645258836,0.6111711590520249,214,557,210,2573,110,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.66,0.5950354341188298,0.6075548186279272,197,567,200,2590,101,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.67,0.5913869993343092,0.6034754911052038,181,577,190,2606,99,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.68,0.5874934331448535,0.5987910679994386,170,586,181,2617,96,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.6900000000000001,0.5820509545856648,0.5919023505230402,164,596,171,2623,100,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.7000000000000001,0.5777985796412755,0.5863654851687959,155,605,162,2632,100,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.71,0.5753881987940844,0.5830709337385669,143,612,155,2644,99,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.72,0.5744610032891583,0.5816429811718399,130,617,150,2657,89,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.73,0.5721642997919658,0.5783103939250118,121,623,144,2666,87,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.74,0.5696881919173066,0.5746403811846532,113,629,138,2674,82,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.75,0.565615221350384,0.5684809051972254,103,638,129,2684,80,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.76,0.5642155397405256,0.5658407233915822,89,644,123,2698,69,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.77,0.5630432128306643,0.5637058595599078,81,648,119,2706,64,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.78,0.5609259137109386,0.5599462163128253,71,654,113,2716,61,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.79,0.5589222919412115,0.5564165255837055,64,659,108,2723,58,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.8,0.5570980745489512,0.5529975201466251,56,664,103,2731,50,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.81,0.5526005681996268,0.5454950757032464,52,672,95,2735,52,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.8200000000000001,0.5487549523327013,0.5388711457823014,48,679,88,2739,53,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.8300000000000001,0.5487070020101711,0.5381022429687168,41,681,86,2746,46,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.84,0.5463445714855104,0.5336276739289744,36,686,81,2751,43,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.85,0.5438027365833827,0.5288593889665605,32,691,76,2755,42,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.86,0.5412609016812553,0.5239919105693163,28,696,71,2759,36,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.87,0.5383602580241941,0.5186642202682581,26,701,66,2761,36,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.88,0.5345146421572686,0.5112687624329375,22,708,59,2765,40,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.89,0.5329177794650054,0.5080894347042779,20,711,56,2767,37,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.9,0.5328041021150068,0.5074109866910432,17,712,55,2770,30,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.91,0.5303759445628778,0.5028150893375194,16,716,51,2771,29,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.92,0.5271822191783513,0.49620935895138213,12,722,45,2775,29,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.93,0.525764760863555,0.49299816140029,9,725,42,2778,23,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.9400000000000001,0.522032822346628,0.4857109065107824,8,731,36,2779,25,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.9500000000000001,0.5181214794522342,0.47816823892398674,8,737,30,2779,33,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.96,0.5143895409353073,0.4706457109493226,7,743,24,2780,34,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.97,0.5129720826205109,0.46714213061584814,4,746,21,2783,28,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.98,0.5111958155507808,0.4633489687078327,3,749,18,2784,27,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.99,0.5066325821739881,0.4541034733770093,3,756,11,2784,28,61
official_alignment_d3_full_feature,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_FullFeature_EyeBenchFolds,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,1.0,0.5,0.4395205803501025,0,767,0,2787,30,61
phase4_d3_reader_profile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,Phase4_D3_ReaderProfile,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,0.0,0.5,0.25,38,0,19,0,10,3
phase4_d3_reader_profile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,Phase4_D3_ReaderProfile,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,0.01,0.5263157894736842,0.30675675675675673,36,0,19,2,8,3
phase4_d3_reader_profile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,Phase4_D3_ReaderProfile,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,0.02,0.5526315789473684,0.35912698412698413,34,0,19,4,8,3
phase4_d3_reader_profile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,Phase4_D3_ReaderProfile,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,0.03,0.5921052631578947,0.43091787439613527,31,0,19,7,5,3
