iteration,feature_group,model,split_name,roc_auc,status
285,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5443213296398892,complete
286,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.2867036011080332,complete
287,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.502770083102493,complete
288,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5346260387811634,complete
289,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.407202216066482,complete
290,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6869806094182825,complete
291,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6551246537396122,complete
292,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4750692520775623,complete
293,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.47091412742382266,complete
294,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5844875346260388,complete
